0s_coh2,0s_coh11,0s_coh40,3s_coh2,3s_coh11,3s_coh40,5s_coh2,5s_coh11,5s_coh40,7s_coh2,7s_coh11,7s_coh40
5.6266643166438755,10.265728372568098,23.090045265964125,11.087911187754244,13.190836127511727,13.053303402057853,14.55641710213796,10.644071645351657,9.816785584554466,10.928134407384594,13.722217515853117,11.928765729025358
15.297710423807496,13.346988200862722,18.73943235519601,14.27267794588112,14.739950632941548,14.09526399768394,14.562377205413286,13.973911093811358,15.306954887358545,16.353875071162868,14.519667823491309,15.179215396474705
6.2793132582487665,10.411629616833462,15.738494106474594,5.163588945689309,9.52477212920823,6.9109291041802345,6.362700114718307,8.103908602202877,11.367590844939778,6.382334365584237,7.15152906519746,9.879061417607943
9.193728855164235,13.710909242443524,21.21955592237658,14.413773932931884,9.730547034010801,10.214950030823408,11.378731345251978,10.999824415993277,14.294970856170723,8.444277608811525,6.140462900462805,9.904614330972786
8.755207854758375,5.803595095591731,7.7154416092439755,6.727938011145934,9.556605710667466,11.276297006485047,8.529303142531527,5.66807151683033,6.4272273695037425,6.127776104211322,8.43461227917574,10.203107969358596
9.176859372911403,13.915728197776163,15.223958550595746,15.002427130704845,16.019977105180736,16.59997302195416,18.636988169646095,14.177103270879847,15.342379322793738,7.992230863357188,13.868368410835041,13.021169050719294
6.084464579685775,5.297674876483577,9.605101004917733,11.294014082245358,9.807644180761102,4.184455871889005,4.386444696877369,8.123183733092661,9.648226325790246,7.668813765160312,7.797295879247876,7.843819981507314
6.87545633402434,4.58577176400628,10.997853614338721,4.534364945673555,8.313842599125987,7.911122444351296,7.714419993125003,10.286229861577585,10.90333642047879,11.210578506113261,7.534129717380027,7.876482076533795
22.067734141563022,26.117675384463162,16.435413342954394,4.686172745541655,5.011230545666624,3.3886466609900014,5.095849722710357,4.567980806819161,3.8975217166453318,4.011377902520504,5.371551072764115,6.906206309888554
3.011944877520841,3.28574005384425,2.0032769022515935,12.459792497235,8.897309376410778,12.50226772509501,10.260129608493674,7.816842672608446,10.74990980657617,8.052473100504935,8.882101941878497,8.272153242285347
5.532670570873108,8.11277594108624,9.085555999166973,11.431017683394428,13.822434032164022,14.303688548171895,12.298662493804597,8.768802842049867,14.26079305521791,15.001132890695434,13.370062506221164,9.756476240820273
12.050984558974209,13.272097447671962,16.170003049828292,6.383821127880713,9.708253952869615,6.688861609612775,9.15964322950443,11.554091258949361,9.818097642227476,7.693836373373885,6.743604627185229,9.85695411450893
11.061654506868623,13.907117442876288,19.25620225630622,13.073949845606325,17.721402483114957,15.734488402292932,17.757341999842485,17.26418982333685,14.40268776509243,11.950888960845719,13.809674656524187,15.837108101734952
4.23784594808731,4.20521799292202,5.008261617385705,2.331608375142717,3.0200044610348282,3.8844449076908862,2.851653308920651,3.7190552323346875,5.131415412100768,3.3250307564662496,6.238596359347895,3.2910307049110603
8.570563491756221,10.184121643630352,8.1183492795511,5.922894511276862,8.054047378166816,8.999555198878934,7.210554361729627,9.472139977587203,9.082764872914616,9.316987070924835,7.295338448740326,5.939503177301588
9.208533844504643,16.825260573501286,29.258397393661674,6.7468563626825215,6.211330144291187,6.061622108576341,3.681821477547889,4.468514602572559,5.859910174942969,6.331360369885682,8.101713908015176,7.2160191100162665
10.295384729081391,8.446831960502362,14.489340823328694,6.276315177808138,6.129139979048601,6.067714358491424,4.9266687214268385,5.118858624516569,5.981200291855378,4.786833993597479,6.679442443360389,7.732247829885952
8.947946219843653,10.477684415809945,11.341084461905862,12.17990680100722,13.14320825384736,12.860574579848892,10.608997141570732,9.528369363882607,10.75124529219164,11.690794603838363,13.477592935531229,15.599699131386812
8.846551694093664,9.966697005376577,12.227908574821047,11.893541081398746,8.09529819586552,7.811681343665709,5.157226357811867,5.896267650398855,5.649143364493548,8.82637176299873,2.1514503977135013,4.590199753612152
13.52882403414342,13.89204990396742,19.278064021648692,14.71870331042853,12.75241153709273,15.846636248647277,9.880225470650737,11.215746974214229,10.847703295961377,12.07217725808063,10.548556295541857,11.433502876352218
5.509055080366345,6.052844757570786,10.0178186616015,6.763638676776945,7.473116275804247,7.983550231119315,4.181222830794458,8.944072728557567,11.119403748162124,8.989220270384378,9.851274674567502,10.091202591096787
12.608991561385464,17.73161050497955,19.99157137247653,10.952270667101988,11.02886444837051,12.321717850417867,9.249754994379776,9.569012330862563,9.688367061061534,8.924829296133801,9.736218290250708,9.38403148996346
